wave,wave_error,dppm,dppm_err,order,quality
0.85006,0.01,13056.422785884084,215.43910448833597,1.0,0.0
0.8604488212289316,0.003462940409643863,12870.489704139853,594.1317037834889,1.0,0.0
0.8709646071503869,0.0035052619738184334,13734.456113818398,421.564338049024,1.0,0.0
0.8816089094354163,0.0035481007616764426,13731.335295153025,406.842131627584,1.0,0.0
0.8923832987184762,0.00359146309435332,14302.915708660805,454.36942597924906,1.0,0.0
0.9032893648291866,0.003635355370236811,14499.549289525923,446.6003077264001,1.0,0.0
0.9143287170269204,0.003679784065911259,13678.415652748083,445.98745211222496,1.0,0.0
0.9255029842382597,0.003724755737113098,14089.869047648817,422.667382383376,1.0,0.0
0.9368138152973543,0.0037702770196981947,13713.76581731252,432.871826247184,1.0,0.0
0.9482628791892179,0.003816354630621207,13867.85597684044,364.372397508681,1.0,0.0
0.9598518652959972,0.003862995368926425,14284.538794565606,409.8450843261609,1.0,0.0
0.9715824836462509,0.003910206116751229,14092.443950817682,415.136753759025,1.0,0.0
0.9834564651672756,0.003957993840341567,13691.367082519293,401.611539901504,1.0,0.0
0.9954755619405149,0.004006365591079771,14250.370188007328,435.05024034816404,1.0,0.0
1.0076415474600902,0.004055328506525087,14277.39535937586,370.324569704761,1.0,0.0
1.0199562168944913,0.004104889811467061,13482.165975162718,457.5537469360361,1.0,0.0
1.032421387351464,0.004155056818990903,13304.211968374664,460.670370812289,1.0,0.0
1.0450388981461372,0.004205836931557701,14178.454083127936,366.08527355602496,1.0,0.0
1.0578106110724246,0.0042572376420958085,14359.867193571168,359.64512963334397,1.0,0.0
1.0707384106777447,0.004309266535106697,14968.232469393983,311.535878843641,1.0,0.0
1.083824204541097,0.004361931287784134,14326.820609616507,388.2751232712041,1.0,0.0
1.0970699235545391,0.004415239671147357,14235.664439808434,259.51789117448095,1.0,0.0
1.1104775222080998,0.0044691995511868905,13373.907551725422,382.629786855625,1.0,0.0
1.1240489788781782,0.004523818890026139,13897.316829795041,365.988579965584,1.0,0.0
1.1377862961194654,0.004579105747095709,14842.764198756748,313.240300371216,1.0,0.0
1.1516915009604334,0.004635068280322674,14856.661117135634,333.637476936516,1.0,0.0
1.1657666452024373,0.004691714747334652,13847.954890276624,335.48028848664103,1.0,0.0
1.1800138057224705,0.004749053506677721,13942.875182402257,326.34632054336396,1.0,0.0
1.1944350847796217,0.004807093019050394,14100.390129368046,357.627849924601,1.0,0.0
1.2090326103252766,0.004865841848551655,13411.8981950625,337.412703227209,1.0,0.0
1.2238085363171098,0.004925308663944398,13794.856496571048,370.844604670276,1.0,0.0
1.2387650430369166,0.004985502239935584,14003.507328057774,309.53001070622497,1.0,0.0
1.2539043374123258,0.0050464314584697245,13862.994769347179,321.07257057600395,1.0,0.0
1.2692286533424466,0.0051081053100402824,14515.339485934353,311.12528989753605,1.0,0.0
1.284740252027495,0.0051705328950161595,14740.272347933244,311.510462816281,1.0,0.0
1.3004414223024476,0.005233723424984182,14269.295552908154,291.175864143376,1.0,0.0
1.316334480974774,0.005297686224108755,14070.023363372919,270.201531844864,1.0,0.0
1.3324217731662962,0.005362430730507424,13694.52635064461,285.450249744529,1.0,0.0
1.348705672659227,0.0054279664976436175,14275.661019028326,362.23978662960405,1.0,0.0
1.3651885822464358,0.005494303195736257,14721.901724083107,311.878107725041,1.0,0.0
1.3818729340859963,0.00556145061318684,14721.356576168324,272.79480528300104,1.0,0.0
1.398761190060067,0.00562941865802354,14387.335369823406,285.318448042384,1.0,0.0
1.4158558421381575,0.005698217359363526,14454.803844437556,285.177456291204,1.0,0.0
1.4331594127448344,0.005767856868892289,14116.69602057221,305.78743979484096,1.0,0.0
1.4506744551319208,0.005838347462362152,14355.716466133785,279.74659854312904,1.0,0.0
1.4684035537552453,0.005909699541108167,14141.485063503766,269.12395938000395,1.0,0.0
1.486349324655995,0.005981923633583186,14645.09076330465,304.19221338544895,1.0,0.0
1.5045144158467278,0.0060550303969109836,14360.486543386258,273.410127273924,1.0,0.0
1.522901507702105,0.006129030618459079,14290.097804101048,332.242157255121,1.0,0.0
1.5415133133543975,0.006203935217430789,14371.067619302788,262.35116671856406,1.0,0.0
1.5603525790938237,0.006279755246475431,14049.88900352465,308.1243090409,1.0,0.0
1.5794220847737854,0.006356501893320561,14098.774672799425,297.766844070084,1.0,0.0
1.5987246442210497,0.006434186482421407,13916.827255571528,294.843412710025,1.0,0.0
1.6182631056509484,0.00651282047663293,14316.481882995406,268.473402684964,1.0,0.0
1.6380403520876508,0.0065924154789007705,13547.95136621229,307.28028506574395,1.0,0.0
1.6580593017895715,0.006672983233973584,13929.86722394502,287.95690491984897,1.0,0.0
1.6783229086799782,0.006754535630135579,13239.682212737123,331.16287289016094,1.0,0.0
1.6988341627828614,0.006837084700961042,13911.491978272144,290.25163425352895,1.0,0.0
1.7195960906641319,0.006920642627090172,14197.273693249968,267.21728175552397,1.0,0.0
1.7406117558782102,0.007005221738026091,14182.935761394865,265.92049937076104,1.0,0.0
1.7618842594200723,0.0070908345139540545,14421.671555625802,285.640387008201,1.0,0.0
1.7834167401828227,0.007177493587583461,14459.767071308966,268.33752138212094,1.0,0.0
1.805212375420857,0.0072652117460114685,14319.786130199356,267.86618475792403,1.0,0.0
1.8272743812186858,0.007354001932609562,14726.587912935822,288.72021374936105,1.0,0.0
1.849606012965489,0.007443877248934398,14520.015941743231,257.837654040976,1.0,0.0
1.8722105658354693,0.007534850956660104,15158.092648658434,287.277278953536,1.0,0.0
1.8950913752740752,0.007626936479535311,15020.738385410887,261.57970857747597,1.0,0.0
1.918251817490169,0.007720147405364604,14824.835963542087,318.47525451562495,1.0,0.0
1.9416953099542051,0.007814497488012032,14629.535994578111,237.10576430112098,1.0,0.0
1.9654253119025018,0.007910000649432222,14538.517758002175,328.76166354979597,1.0,0.0
1.9894453248476731,0.00800667098172377,14261.089061951283,321.53055140052896,1.0,0.0
2.0137588930952983,0.008104522749208401,14300.21947534233,293.107034696161,1.0,0.0
2.038369604266908,0.008203570390536541,14567.389285071777,296.65239696,1.0,0.0
2.0632810898293585,0.008303828520816866,14249.885888094419,295.90691178302495,1.0,0.0
2.0884970256306814,0.008405311933774287,14757.25230185908,298.060474167184,1.0,0.0
2.114021132442474,0.008508035603930875,15147.997381378962,317.258117451081,1.0,0.0
2.1398571765089263,0.008612014688817412,14628.38638671225,265.244349432976,1.0,0.0
2.166008970102552,0.008717264531208505,13950.782795195937,235.11343156128103,1.0,0.0
2.192480372086715,0.008823800661387734,14507.02498060352,282.20976081,1.0,0.0
2.2192752884850284,0.008931638799437813,13778.41269213707,290.52179809,1.0,0.0
2.2463976730577135,0.009040794857561707,14284.888123746265,272.66737884544904,1.0,0.0
2.2738515278850016,0.009151284942429339,15122.892387338834,244.21600581774396,1.0,0.0
2.3016409039576673,0.009263125357555246,14638.896272775204,248.260453976089,1.0,0.0
2.3297699017747777,0.009376332605703475,14874.583919297533,245.202777738304,1.0,0.0
2.358242671948746,0.009490923391322811,14838.81100110869,241.500675445264,1.0,0.0
2.3870634158177833,0.009606914623012367,15536.496158083226,260.82802332924103,1.0,0.0
2.4162363860658287,0.009724323416015146,14018.733740698315,287.037395383684,1.0,0.0
2.4457658873500647,0.009843167094745345,15215.65018212537,243.7289237124,1.0,0.0
2.475656276936093,0.009963463195342767,14882.66735063126,258.082875541764,1.0,0.0
2.505911965340878,0.0100852294682617,14985.21266226025,270.215832927049,1.0,0.0
2.536537416983547,0.010208483880889574,16013.620093283478,283.292457714436,1.0,0.0
2.5675371508441427,0.010333244620198615,15120.09456109616,288.394573409856,1.0,0.0
2.5989157411304284,0.010459530095428585,15143.930322146869,281.535713508676,1.0,0.0
2.6306778179528414,0.010587358940804314,15150.798821828996,290.959943772304,1.0,0.0
2.662828068007694,0.010716750018284168,14862.126610143683,277.485532462609,1.0,0.0
2.695371235268726,0.010847722420344041,15023.639058640407,297.840255286401,1.0,0.0
2.72831212168711,0.010980295472794666,15565.356102207134,285.15621259176106,1.0,0.0
2.7616555879000066,0.011114488737632211,14673.284194102222,325.55713841280397,1.0,0.0
2.795406553947783,0.011250322015925462,14776.444683495038,322.94785556249997,1.0,0.0
2.82957,0.011387815350738961,16587.5081335255,275.90346135696404,1.0,0.0
0.58,0.005,10769.125223655059,326.140266897316,2.0,0.0
0.5912003218897844,0.003462940409643863,12819.076405538144,320.154904194129,2.0,0.0
0.6026169320734219,0.0035052619738184334,12949.190961318143,330.82713433171597,2.0,0.0
0.6142540072724852,0.0035481007616764426,14103.944369320814,276.552077321025,2.0,0.0
0.6261158048647987,0.00359146309435332,12973.690981378011,308.393883955609,2.0,0.0
0.6382066644419836,0.003635355370236811,13386.682409791394,235.77998660664102,2.0,0.0
0.6505310093970799,0.003679784065911259,13059.677224601448,284.126691299364,2.0,0.0
0.6630933485428276,0.003724755737113098,13964.590788393778,261.32161204802503,2.0,0.0
0.6758982777611978,0.0037702770196981947,14174.357256898433,201.671013992464,2.0,0.0
0.6889504816847777,0.003816354630621207,14119.394551293435,240.09948758073602,2.0,0.0
0.7022547354106252,0.003862995368926425,13948.710902683057,212.37244558401602,2.0,0.0
0.7158159062472191,0.003910206116751229,14215.54533190586,232.57735373716903,2.0,0.0
0.7296389554951442,0.003957993840341567,14573.5295883331,200.941369793641,2.0,0.0
0.7437289402621645,0.004006365591079771,14364.887710178491,185.94982314096399,2.0,0.0
0.7580910153133447,0.004055328506525087,14005.95893987643,220.38839519425596,2.0,0.0
0.7727304349569015,0.004104889811467061,14846.032565211051,325.62978439622503,2.0,0.0
0.7876525549664712,0.004155056818990903,14214.709334562845,227.904734952196,2.0,0.0
0.8028628345404982,0.004205836931557701,14042.54850308634,216.703513047609,2.0,0.0
0.8183668382994609,0.0042572376420958085,14110.17447195403,197.612097306849,2.0,0.0
0.8341702383216663,0.004309266535106697,13754.14251296158,209.95097139922504,2.0,0.0
0.8502788162183574,0.004361931287784134,12909.387826143171,287.291380907584,2.0,0.0
0.8666984652488927,0.004415239671147357,13682.565311754504,247.23562221798403,2.0,0.0
0.8834351924767716,0.0044691995511868905,14454.70677240635,225.132589527561,2.0,0.0
0.900495120967295,0.004523818890026139,14335.619424660097,375.272098107481,2.0,0.0
0.9178844920276641,0.004579105747095709,13911.364642995282,276.79013501412106,2.0,0.0
0.9356096674903385,0.004635068280322674,14393.149246999723,282.946882050625,2.0,0.0
0.9536771320404868,0.004691714747334652,13861.402624100654,313.903286243856,2.0,0.0
0.9720934955883832,0.004749053506677721,15780.568534333142,347.773153850329,2.0,1.0
0.990865495687617,0.004807093019050394,13763.34294303526,335.2916223409,2.0,0.0
1.01,0.004865841848551655,13358.670218973968,435.97473408006397,2.0,0.0
